[12Nov2024 00:40:10.247] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 43.3.0, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853]
[12Nov2024 00:40:10.251] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 21.0.4 by Microsoft; OS Linux arch amd64 version 6.5.0-1025-azure
[12Nov2024 00:40:10.691] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/PYS/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2363!/ Service=ModLauncher Env=SERVER
[12Nov2024 00:40:11.232] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/PYS/servidor_minecraft/libraries/net/minecraftforge/fmlcore/1.19.2-43.3.0/fmlcore-1.19.2-43.3.0.jar is missing mods.toml file
[12Nov2024 00:40:11.234] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/PYS/servidor_minecraft/libraries/net/minecraftforge/javafmllanguage/1.19.2-43.3.0/javafmllanguage-1.19.2-43.3.0.jar is missing mods.toml file
[12Nov2024 00:40:11.236] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/PYS/servidor_minecraft/libraries/net/minecraftforge/lowcodelanguage/1.19.2-43.3.0/lowcodelanguage-1.19.2-43.3.0.jar is missing mods.toml file
[12Nov2024 00:40:11.239] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/PYS/servidor_minecraft/libraries/net/minecraftforge/mclanguage/1.19.2-43.3.0/mclanguage-1.19.2-43.3.0.jar is missing mods.toml file
[12Nov2024 00:40:11.496] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: Found 2 dependencies adding them to mods collection
[12Nov2024 00:40:15.138] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[12Nov2024 00:40:29.970] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.addons.oddities.module.PipesModule
[12Nov2024 00:40:29.996] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.addons.oddities.module.BackpackModule
[12Nov2024 00:40:30.009] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.addons.oddities.module.TinyPotatoModule
[12Nov2024 00:40:30.015] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.addons.oddities.module.MatrixEnchantingModule
[12Nov2024 00:40:30.022] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.addons.oddities.module.TotemOfHoldingModule
[12Nov2024 00:40:30.116] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.addons.oddities.module.CrateModule
[12Nov2024 00:40:30.121] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.addons.oddities.module.MagnetsModule
[12Nov2024 00:40:30.129] [modloading-worker-0/INFO] [quark/]: Dispatching Module Step CONSTRUCT
[12Nov2024 00:40:30.385] [modloading-worker-0/INFO] [quark/]: Loading Module Pistons Move Tile Entities
[12Nov2024 00:40:30.388] [modloading-worker-0/INFO] [quark/]: Loading Module Ender Watcher
[12Nov2024 00:40:30.389] [modloading-worker-0/INFO] [quark/]: Loading Module Redstone Randomizer
[12Nov2024 00:40:30.389] [modloading-worker-0/INFO] [quark/]: Loading Module Feeding Trough
[12Nov2024 00:40:30.393] [modloading-worker-0/INFO] [quark/]: Loading Module Metal Buttons
[12Nov2024 00:40:30.393] [modloading-worker-0/INFO] [quark/]: Loading Module Iron Rod
[12Nov2024 00:40:30.394] [modloading-worker-0/INFO] [quark/]: Loading Module Obsidian Plate
[12Nov2024 00:40:30.395] [modloading-worker-0/INFO] [quark/]: Loading Module Chains Connect Blocks
[12Nov2024 00:40:30.395] [modloading-worker-0/INFO] [quark/]: Loading Module Gravisand
[12Nov2024 00:40:30.395] [modloading-worker-0/INFO] [quark/]: Loading Module Jukebox Automation
[12Nov2024 00:40:30.399] [modloading-worker-0/INFO] [quark/]: Loading Module Dispensers Place Blocks
[12Nov2024 00:40:30.402] [modloading-worker-0/INFO] [quark/]: Loading Module Chute
[12Nov2024 00:40:30.402] [modloading-worker-0/INFO] [quark/]: Loading Module Variant Ladders
[12Nov2024 00:40:30.402] [modloading-worker-0/INFO] [quark/]: Loading Module Variant Bookshelves
[12Nov2024 00:40:30.403] [modloading-worker-0/INFO] [quark/]: Loading Module Bamboo Backport
[12Nov2024 00:40:30.403] [modloading-worker-0/INFO] [quark/]: Loading Module Compressed Blocks
[12Nov2024 00:40:30.409] [modloading-worker-0/INFO] [quark/]: Loading Module More Potted Plants
[12Nov2024 00:40:30.410] [modloading-worker-0/INFO] [quark/]: Loading Module Duskbound Blocks
[12Nov2024 00:40:30.410] [modloading-worker-0/INFO] [quark/]: Loading Module Wooden Posts
[12Nov2024 00:40:30.411] [modloading-worker-0/INFO] [quark/]: Loading Module Thatch
[12Nov2024 00:40:30.411] [modloading-worker-0/INFO] [quark/]: Loading Module More Stone Variants
[12Nov2024 00:40:30.412] [modloading-worker-0/INFO] [quark/]: Loading Module Shear Vines
[12Nov2024 00:40:30.413] [modloading-worker-0/INFO] [quark/]: Loading Module Nether Brick Fence Gate
[12Nov2024 00:40:30.414] [modloading-worker-0/INFO] [quark/]: Loading Module Gold Bars
[12Nov2024 00:40:30.414] [modloading-worker-0/INFO] [quark/]: Loading Module Rope
[12Nov2024 00:40:30.415] [modloading-worker-0/INFO] [quark/]: Loading Module Celebratory Lamps
[12Nov2024 00:40:30.415] [modloading-worker-0/INFO] [quark/]: Loading Module Soul Sandstone
[12Nov2024 00:40:30.417] [modloading-worker-0/INFO] [quark/]: Loading Module Variant Chests
[12Nov2024 00:40:30.422] [modloading-worker-0/INFO] [quark/]: Loading Module Leaf Carpet
[12Nov2024 00:40:30.423] [modloading-worker-0/INFO] [quark/]: Loading Module Framed Glass
[12Nov2024 00:40:30.423] [modloading-worker-0/INFO] [quark/]: Loading Module Vertical Planks
[12Nov2024 00:40:30.423] [modloading-worker-0/INFO] [quark/]: Loading Module Variant Furnaces
[12Nov2024 00:40:30.424] [modloading-worker-0/INFO] [quark/]: Loading Module Hedges
[12Nov2024 00:40:30.424] [modloading-worker-0/INFO] [quark/]: Loading Module Hollow Logs
[12Nov2024 00:40:30.426] [modloading-worker-0/INFO] [quark/]: Loading Module Midori
[12Nov2024 00:40:30.427] [modloading-worker-0/INFO] [quark/]: Loading Module Rainbow Lamps
[12Nov2024 00:40:30.428] [modloading-worker-0/INFO] [quark/]: Loading Module Vertical Slabs
[12Nov2024 00:40:30.428] [modloading-worker-0/INFO] [quark/]: Loading Module Shingles
[12Nov2024 00:40:30.428] [modloading-worker-0/INFO] [quark/]: Loading Module Sturdy Stone
[12Nov2024 00:40:30.429] [modloading-worker-0/INFO] [quark/]: Loading Module Stools
[12Nov2024 00:40:30.431] [modloading-worker-0/INFO] [quark/]: Loading Module Raw Metal Bricks
[12Nov2024 00:40:30.431] [modloading-worker-0/INFO] [quark/]: Loading Module More Mud Blocks
[12Nov2024 00:40:30.432] [modloading-worker-0/INFO] [quark/]: Loading Module Grate
[12Nov2024 00:40:30.432] [modloading-worker-0/INFO] [quark/]: Loading Module Japanese Palette
[12Nov2024 00:40:30.432] [modloading-worker-0/INFO] [quark/]: Loading Module More Brick Types
[12Nov2024 00:40:30.433] [modloading-worker-0/INFO] [quark/]: Loading Module Glass Item Frame
[12Nov2024 00:40:30.435] [modloading-worker-0/INFO] [quark/]: Loading Module Industrial Palette
[12Nov2024 00:40:30.436] [modloading-worker-0/INFO] [quark/]: Loading Module Quick Armor Swapping
[12Nov2024 00:40:30.438] [modloading-worker-0/INFO] [quark/]: Loading Module Item Sharing
[12Nov2024 00:40:30.440] [modloading-worker-0/INFO] [quark/]: Loading Module Automatic Tool Restock
[12Nov2024 00:40:30.447] [modloading-worker-0/INFO] [quark/]: Loading Module Expanded Item Interactions
[12Nov2024 00:40:30.450] [modloading-worker-0/INFO] [quark/]: Loading Module Inventory Sorting
[12Nov2024 00:40:30.451] [modloading-worker-0/INFO] [quark/]: Loading Module Hotbar Changer
[12Nov2024 00:40:30.451] [modloading-worker-0/INFO] [quark/]: Loading Module Easy Transfering
[12Nov2024 00:40:30.452] [modloading-worker-0/INFO] [quark/]: Loading Module Beacon Redirection
[12Nov2024 00:40:30.452] [modloading-worker-0/INFO] [quark/]: Loading Module Ambient Discs
[12Nov2024 00:40:30.454] [modloading-worker-0/INFO] [quark/]: Loading Module Pathfinder Maps
[12Nov2024 00:40:30.464] [modloading-worker-0/INFO] [quark/]: Loading Module Color Runes
[12Nov2024 00:40:30.475] [modloading-worker-0/INFO] [quark/]: Loading Module Pickarang
[12Nov2024 00:40:30.477] [modloading-worker-0/INFO] [quark/]: Loading Module Parrot Eggs
[12Nov2024 00:40:30.484] [modloading-worker-0/INFO] [quark/]: Loading Module Trowel
[12Nov2024 00:40:30.484] [modloading-worker-0/INFO] [quark/]: Loading Module Abacus
[12Nov2024 00:40:30.485] [modloading-worker-0/INFO] [quark/]: Loading Module Bottled Cloud
[12Nov2024 00:40:30.489] [modloading-worker-0/INFO] [quark/]: Loading Module Torch Arrow
[12Nov2024 00:40:30.490] [modloading-worker-0/INFO] [quark/]: Loading Module Bundle Recipe
[12Nov2024 00:40:30.491] [modloading-worker-0/INFO] [quark/]: Loading Module Ancient Tomes
[12Nov2024 00:40:30.518] [modloading-worker-0/INFO] [quark/]: Loading Module Endermosh Music Disc
[12Nov2024 00:40:30.522] [modloading-worker-0/INFO] [quark/]: Loading Module Seed Pouch
[12Nov2024 00:40:30.525] [modloading-worker-0/INFO] [quark/]: Loading Module Skull Pikes
[12Nov2024 00:40:30.530] [modloading-worker-0/INFO] [quark/]: Loading Module Slime In A Bucket
[12Nov2024 00:40:30.540] [modloading-worker-0/INFO] [quark/]: Loading Module Gold Tools Have Fortune
[12Nov2024 00:40:30.546] [modloading-worker-0/INFO] [quark/]: Loading Module Automatic Recipe Unlock
[12Nov2024 00:40:30.550] [modloading-worker-0/INFO] [quark/]: Loading Module Utility Recipes
[12Nov2024 00:40:30.556] [modloading-worker-0/INFO] [quark/]: Loading Module Poison Potato Usage
[12Nov2024 00:40:30.562] [modloading-worker-0/INFO] [quark/]: Loading Module Better Elytra Rocket
[12Nov2024 00:40:30.565] [modloading-worker-0/INFO] [quark/]: Loading Module Renewable Spore Blossoms
[12Nov2024 00:40:30.569] [modloading-worker-0/INFO] [quark/]: Loading Module Coral On Cactus
[12Nov2024 00:40:30.570] [modloading-worker-0/INFO] [quark/]: Loading Module Glass Shard
[12Nov2024 00:40:30.571] [modloading-worker-0/INFO] [quark/]: Loading Module Pig Litters
[12Nov2024 00:40:30.581] [modloading-worker-0/INFO] [quark/]: Loading Module Campfires Boost Elytra
[12Nov2024 00:40:30.585] [modloading-worker-0/INFO] [quark/]: Loading Module Dyeable Item Frames
[12Nov2024 00:40:30.589] [modloading-worker-0/INFO] [quark/]: Loading Module Slabs To Blocks
[12Nov2024 00:40:30.597] [modloading-worker-0/INFO] [quark/]: Loading Module Map Washing
[12Nov2024 00:40:30.598] [modloading-worker-0/INFO] [quark/]: Loading Module Enhanced Ladders
[12Nov2024 00:40:30.614] [modloading-worker-0/INFO] [quark/]: Loading Module Reacharound Placing
[12Nov2024 00:40:30.619] [modloading-worker-0/INFO] [quark/]: Loading Module Horses Swim
[12Nov2024 00:40:30.622] [modloading-worker-0/INFO] [quark/]: Loading Module Sponge On Water Placement
[12Nov2024 00:40:30.625] [modloading-worker-0/INFO] [quark/]: Loading Module Armed Armor Stands
[12Nov2024 00:40:30.628] [modloading-worker-0/INFO] [quark/]: Loading Module Double Door Opening
[12Nov2024 00:40:30.628] [modloading-worker-0/INFO] [quark/]: Loading Module Zombie Villagers On Normal
[12Nov2024 00:40:30.634] [modloading-worker-0/INFO] [quark/]: Loading Module Hoe Harvesting
[12Nov2024 00:40:30.637] [modloading-worker-0/INFO] [quark/]: Loading Module Emotes
[12Nov2024 00:40:30.637] [modloading-worker-0/INFO] [quark/]: Loading Module Slimes To Magma Cubes
[12Nov2024 00:40:30.640] [modloading-worker-0/INFO] [quark/]: Loading Module Snow Golem Player Heads
[12Nov2024 00:40:30.642] [modloading-worker-0/INFO] [quark/]: Loading Module Vexes Die With Their Masters
[12Nov2024 00:40:30.653] [modloading-worker-0/INFO] [quark/]: Loading Module More Note Block Sounds
[12Nov2024 00:40:30.657] [modloading-worker-0/INFO] [quark/]: Loading Module Pat The Dogs
[12Nov2024 00:40:30.664] [modloading-worker-0/INFO] [quark/]: Loading Module Grab Chickens
[12Nov2024 00:40:30.669] [modloading-worker-0/INFO] [quark/]: Loading Module More Banner Layers
[12Nov2024 00:40:30.669] [modloading-worker-0/INFO] [quark/]: Loading Module Replace Scaffolding
[12Nov2024 00:40:30.673] [modloading-worker-0/INFO] [quark/]: Loading Module Diamond Repair
[12Nov2024 00:40:30.674] [modloading-worker-0/INFO] [quark/]: Loading Module Safer Creatures
[12Nov2024 00:40:30.682] [modloading-worker-0/INFO] [quark/]: Loading Module Lock Rotation
[12Nov2024 00:40:30.689] [modloading-worker-0/INFO] [quark/]: Loading Module Villagers Follow Emeralds
[12Nov2024 00:40:30.692] [modloading-worker-0/INFO] [quark/]: Loading Module Compasses Work Everywhere
[12Nov2024 00:40:30.698] [modloading-worker-0/INFO] [quark/]: Loading Module No Durability On Cosmetics
[12Nov2024 00:40:30.701] [modloading-worker-0/INFO] [quark/]: Loading Module Sponges Better
[12Nov2024 00:40:30.701] [modloading-worker-0/INFO] [quark/]: Loading Module Sign Editing
[12Nov2024 00:40:30.711] [modloading-worker-0/INFO] [quark/]: Loading Module Simple Harvest
[12Nov2024 00:40:30.719] [modloading-worker-0/INFO] [quark/]: Loading Module Dragon Scales
[12Nov2024 00:40:30.723] [modloading-worker-0/INFO] [quark/]: Loading Module Shulker Packing
[12Nov2024 00:40:30.728] [modloading-worker-0/INFO] [quark/]: Loading Module Nether Obsidian Spikes
[12Nov2024 00:40:30.729] [modloading-worker-0/INFO] [quark/]: Loading Module Permafrost
[12Nov2024 00:40:30.730] [modloading-worker-0/INFO] [quark/]: Loading Module Fairy Rings
[12Nov2024 00:40:30.731] [modloading-worker-0/INFO] [quark/]: Loading Module Big Stone Clusters
[12Nov2024 00:40:30.736] [modloading-worker-0/INFO] [quark/]: Loading Module Spiral Spires
[12Nov2024 00:40:30.749] [modloading-worker-0/INFO] [quark/]: Loading Module Ancient Wood
[12Nov2024 00:40:30.752] [modloading-worker-0/INFO] [quark/]: Loading Module New Stone Types
[12Nov2024 00:40:30.756] [modloading-worker-0/INFO] [quark/]: Loading Module Blossom Trees
[12Nov2024 00:40:30.757] [modloading-worker-0/INFO] [quark/]: Loading Module Glimmering Weald
[12Nov2024 00:40:30.757] [modloading-worker-0/INFO] [quark/]: Loading Module Monster Box
[12Nov2024 00:40:30.761] [modloading-worker-0/INFO] [quark/]: Loading Module Azalea Wood
[12Nov2024 00:40:30.762] [modloading-worker-0/INFO] [quark/]: Loading Module No More Lava Pockets
[12Nov2024 00:40:30.763] [modloading-worker-0/INFO] [quark/]: Loading Module Corundum
[12Nov2024 00:40:30.765] [modloading-worker-0/INFO] [quark/]: Loading Module Chorus Vegetation
[12Nov2024 00:40:30.766] [modloading-worker-0/INFO] [quark/]: Loading Module Foxhound
[12Nov2024 00:40:30.779] [modloading-worker-0/INFO] [quark/]: Loading Module Wraith
[12Nov2024 00:40:30.780] [modloading-worker-0/INFO] [quark/]: Loading Module Crabs
[12Nov2024 00:40:30.793] [modloading-worker-0/INFO] [quark/]: Loading Module Forgotten
[12Nov2024 00:40:30.800] [modloading-worker-0/INFO] [quark/]: Loading Module Shiba
[12Nov2024 00:40:30.801] [modloading-worker-0/INFO] [quark/]: Loading Module Stonelings
[12Nov2024 00:40:30.816] [modloading-worker-0/INFO] [quark/]: Loading Module Toretoise
[12Nov2024 00:40:30.827] [modloading-worker-0/INFO] [quark/]: Loading Module Camera
[12Nov2024 00:40:30.827] [modloading-worker-0/INFO] [quark/]: Loading Module Elytra Indicator
[12Nov2024 00:40:30.828] [modloading-worker-0/INFO] [quark/]: Loading Module Improved Tooltips
[12Nov2024 00:40:30.831] [modloading-worker-0/INFO] [quark/]: Loading Module Greener Grass
[12Nov2024 00:40:30.832] [modloading-worker-0/INFO] [quark/]: Loading Module Buckets Show Inhabitants
[12Nov2024 00:40:30.833] [modloading-worker-0/INFO] [quark/]: Loading Module Soul Candles
[12Nov2024 00:40:30.834] [modloading-worker-0/INFO] [quark/]: Loading Module Auto Walk Keybind
[12Nov2024 00:40:30.836] [modloading-worker-0/INFO] [quark/]: Loading Module Variant Animal Textures
[12Nov2024 00:40:30.837] [modloading-worker-0/INFO] [quark/]: Loading Module Microcrafting Helper
[12Nov2024 00:40:30.838] [modloading-worker-0/INFO] [quark/]: Loading Module Uses For Curses
[12Nov2024 00:40:30.839] [modloading-worker-0/INFO] [quark/]: Loading Module Wool Shuts Up Minecarts
[12Nov2024 00:40:30.840] [modloading-worker-0/INFO] [quark/]: Loading Module Back Button Keybind
[12Nov2024 00:40:30.841] [modloading-worker-0/INFO] [quark/]: Loading Module Chest Searching
[12Nov2024 00:40:30.841] [modloading-worker-0/INFO] [quark/]: Loading Module Long Range Pick Block
[12Nov2024 00:40:30.842] [modloading-worker-0/INFO] [quark/]: Loading Module Usage Ticker
[12Nov2024 00:40:30.842] [modloading-worker-0/INFO] [quark/]: Loading Module Variant Selector
[12Nov2024 00:40:30.843] [modloading-worker-0/INFO] [quark/]: Loading Module Narrator Readout
[12Nov2024 00:40:30.844] [modloading-worker-0/INFO] [quark/]: Loading Module Climate Control Remover
[12Nov2024 00:40:30.844] [modloading-worker-0/INFO] [quark/]: Loading Module Enchantments Begone
[12Nov2024 00:40:30.845] [modloading-worker-0/INFO] [quark/]: Loading Module Game Nerfs
[12Nov2024 00:40:30.846] [modloading-worker-0/INFO] [quark/]: Loading Module Spawner Replacer
[12Nov2024 00:40:30.847] [modloading-worker-0/INFO] [quark/]: Loading Module Adjustable Chat
[12Nov2024 00:40:30.847] [modloading-worker-0/INFO] [quark/]: Loading Module Villager Rerolling Rework
[12Nov2024 00:40:30.848] [modloading-worker-0/INFO] [quark/]: Loading Module Overlay Shader
[12Nov2024 00:40:30.848] [modloading-worker-0/INFO] [quark/]: Loading Module Enchantment Predicates
[12Nov2024 00:40:30.849] [modloading-worker-0/INFO] [quark/]: Loading Module Pipes
[12Nov2024 00:40:30.850] [modloading-worker-0/INFO] [quark/]: Loading Module Backpack
[12Nov2024 00:40:30.854] [modloading-worker-0/INFO] [quark/]: Loading Module Tiny Potato
[12Nov2024 00:40:30.854] [modloading-worker-0/INFO] [quark/]: Loading Module Matrix Enchanting
[12Nov2024 00:40:30.860] [modloading-worker-0/INFO] [quark/]: Loading Module Totem Of Holding
[12Nov2024 00:40:30.865] [modloading-worker-0/INFO] [quark/]: Loading Module Crate
[12Nov2024 00:40:30.866] [modloading-worker-0/INFO] [quark/]: Loading Module Magnets
[12Nov2024 00:40:31.148] [main/INFO] [quark/]: Dispatching Module Step REGISTER
[12Nov2024 00:40:33.388] [main/INFO] [quark/]: Dispatching Module Step POST_REGISTER
[12Nov2024 00:40:34.254] [main/INFO] [quark/]: Dispatching Module Step CONFIG_CHANGED
[12Nov2024 00:40:34.328] [modloading-worker-0/INFO] [studio.lunareclipse.watching.Init/]: From The Fog Loaded Successfully!
[12Nov2024 00:40:34.817] [modloading-worker-0/INFO] [quark/]: Dispatching Module Step CONFIG_CHANGED
[12Nov2024 00:40:34.829] [modloading-worker-0/INFO] [quark/]: Dispatching Module Step SETUP
[12Nov2024 00:40:34.856] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [sound_physics_remastered] Starting version check at https://maxhenkel.de/update/sound_physics_remastered.json
[12Nov2024 00:40:35.335] [modloading-worker-0/INFO] [com.choicetheorem.ctov.ctov/]: Got IMC []
[12Nov2024 00:40:35.343] [modloading-worker-0/INFO] [quark/]: Dispatching Module Step LOAD_COMPLETE
[12Nov2024 00:40:35.990] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [sound_physics_remastered] Found status: OUTDATED Current: 1.19.2-1.2.1 Target: 1.19.2-1.3.0
[12Nov2024 00:40:35.990] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [forge] Starting version check at https://files.minecraftforge.net/net/minecraftforge/forge/promotions_slim.json
[12Nov2024 00:40:36.166] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [forge] Found status: OUTDATED Current: 43.3.0 Target: 43.4.0
[12Nov2024 00:40:36.166] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [ctov] Starting version check at https://api.modrinth.com/updates/fgmhI8kH/forge_updates.json
[12Nov2024 00:40:36.294] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [ctov] Found status: AHEAD Current: 3.2.6c Target: null
[12Nov2024 00:40:36.295] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [fastleafdecay] Starting version check at https://www.olafkeijsers.net/fastleafdecay-update.json
[12Nov2024 00:40:36.619] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [fastleafdecay] Found status: BETA Current: 30 Target: null
[12Nov2024 00:40:39.264] [main/INFO] [com.mojang.authlib.yggdrasil.YggdrasilAuthenticationService/]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[12Nov2024 00:40:41.536] [main/WARN] [net.minecraft.server.packs.VanillaPackResources/]: Assets URL 'union:/workspaces/PYS/servidor_minecraft/libraries/net/minecraft/server/1.19.2-20220805.130853/server-1.19.2-20220805.130853-srg.jar%23183!/assets/.mcassetsroot' uses unexpected schema
[12Nov2024 00:40:41.538] [main/WARN] [net.minecraft.server.packs.VanillaPackResources/]: Assets URL 'union:/workspaces/PYS/servidor_minecraft/libraries/net/minecraft/server/1.19.2-20220805.130853/server-1.19.2-20220805.130853-srg.jar%23183!/data/.mcassetsroot' uses unexpected schema
[12Nov2024 00:40:47.665] [main/INFO] [net.minecraft.world.item.crafting.RecipeManager/]: Loaded 7 recipes
[12Nov2024 00:40:48.472] [main/ERROR] [net.minecraft.server.ServerFunctionLibrary/]: Failed to load function watching:check
java.util.concurrent.CompletionException: java.lang.IllegalArgumentException: Whilst parsing command on line 1: Unknown or incomplete command, see below for error at position 0: <--[HERE]
	at java.util.concurrent.CompletableFuture.encodeThrowable(CompletableFuture.java:315) ~[?:?]
	at java.util.concurrent.CompletableFuture.completeThrowable(CompletableFuture.java:320) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(CompletableFuture.java:1770) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(CompletableFuture.java:1760) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:387) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1312) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1843) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1808) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:188) ~[?:?]
Caused by: java.lang.IllegalArgumentException: Whilst parsing command on line 1: Unknown or incomplete command, see below for error at position 0: <--[HERE]
	at net.minecraft.commands.CommandFunction.m_77984_(CommandFunction.java:63) ~[server-1.19.2-20220805.130853-srg.jar%23183!/:?]
	at net.minecraft.server.ServerFunctionLibrary.m_214320_(ServerFunctionLibrary.java:85) ~[server-1.19.2-20220805.130853-srg.jar%23183!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(CompletableFuture.java:1768) ~[?:?]
	... 6 more
[12Nov2024 00:40:48.709] [main/INFO] [quark/]: [Automatic Recipe Unlock] Removed 1130 recipe advancements
[12Nov2024 00:40:48.751] [main/INFO] [net.minecraft.advancements.AdvancementList/]: Loaded 249 advancements
[12Nov2024 00:40:48.792] [main/INFO] [quark/]: Modified advancement minecraft:husbandry/wax_on with 2 patches
[12Nov2024 00:40:48.792] [main/INFO] [quark/]: Modified advancement minecraft:adventure/kill_a_mob with 3 patches
[12Nov2024 00:40:48.793] [main/INFO] [quark/]: Modified advancement minecraft:husbandry/bred_all_animals with 3 patches
[12Nov2024 00:40:48.793] [main/INFO] [quark/]: Modified advancement minecraft:adventure/kill_all_mobs with 3 patches
[12Nov2024 00:40:48.795] [main/INFO] [quark/]: Modified advancement minecraft:husbandry/balanced_diet with 2 patches
[12Nov2024 00:40:48.796] [main/INFO] [quark/]: Modified advancement minecraft:nether/all_effects with 1 patches
[12Nov2024 00:40:48.796] [main/INFO] [quark/]: Modified advancement minecraft:husbandry/wax_off with 2 patches
[12Nov2024 00:40:48.797] [main/INFO] [quark/]: Modified advancement minecraft:adventure/adventuring_time with 1 patches
[12Nov2024 00:40:48.797] [main/INFO] [quark/]: Modified advancement minecraft:nether/all_potions with 1 patches
[12Nov2024 00:40:50.144] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Starting minecraft server version 1.19.2
[12Nov2024 00:40:50.145] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Loading properties
[12Nov2024 00:40:50.146] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Default game type: SURVIVAL
[12Nov2024 00:40:50.146] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Generating keypair
[12Nov2024 00:40:50.422] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Starting Minecraft server on *:16999
[12Nov2024 00:40:50.471] [Server thread/INFO] [net.minecraft.server.network.ServerConnectionListener/]: Using epoll channel type
[12Nov2024 00:40:50.641] [Thread-0/INFO] [Ok Zoomer/]: THe OkZoomer server config has been changed!
[12Nov2024 00:40:50.662] [Thread-0/INFO] [de.cadentem.cave_dweller.CaveDweller/]: Server configuration has been reloaded
[12Nov2024 00:40:50.664] [Thread-0/INFO] [de.cadentem.cave_dweller.CaveDweller/]: Server configuration has been reloaded
[12Nov2024 00:40:50.738] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Preparing level "world"
[12Nov2024 00:41:06.284] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Preparing start region for dimension minecraft:overworld
[12Nov2024 00:41:17.138] [Worker-Main-1/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[12Nov2024 00:41:17.140] [Worker-Main-1/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[12Nov2024 00:41:17.140] [Worker-Main-1/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[12Nov2024 00:41:17.141] [Worker-Main-1/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[12Nov2024 00:41:17.141] [Worker-Main-1/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[12Nov2024 00:41:17.142] [Worker-Main-1/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
